"Dia","Hora","Satelite","Instrumento","Latitud","Longitud","FP_T21","FP_T31","FP_Power","FP_Confidence","SCAN","TRACK"
2024-10-02,06:26:48,"AQUA","MODIS",-14.329164,-62.993366,315.923,296.989,11.8659,92,1.05864,1.02733
2024-10-02,06:26:48,"AQUA","MODIS",-14.320982,-63.106579,328.361,298.057,25.8503,100,1.0503,1.02349
2024-10-02,06:26:48,"AQUA","MODIS",-14.32234,-63.097012,357.844,302.463,82.3156,100,1.05103,1.02383
2024-10-02,06:26:48,"AQUA","MODIS",-14.3237,-63.087433,349.68,299.743,62.3553,100,1.05177,1.02417
2024-10-02,06:26:48,"AQUA","MODIS",-14.005712,-65.295395,316.844,296.031,13.3844,94,1.02138,1.01007
2024-10-02,06:26:48,"AQUA","MODIS",-14.331417,-63.098354,338.785,298.625,40.3602,100,1.05103,1.02383
2024-10-02,06:26:48,"AQUA","MODIS",-14.33278,-63.088772,343.315,298.821,48.5727,100,1.05177,1.02417
2024-10-02,06:26:48,"AQUA","MODIS",-14.334141,-63.079212,316.019,298.188,11.0322,80,1.05251,1.02451
2024-10-02,06:26:48,"AQUA","MODIS",-14.341859,-63.09013,322.757,298.372,17.3313,100,1.05177,1.02417
2024-10-02,06:26:48,"AQUA","MODIS",-14.142866,-64.512375,319.36,297.529,15.0292,98,1.00017,1.00008
2024-10-02,06:26:48,"AQUA","MODIS",-14.350937,-63.091484,318.173,297.902,12.6704,96,1.05177,1.02417
2024-10-02,06:26:48,"AQUA","MODIS",-14.368748,-62.966602,330.853,298.714,27.4234,100,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.67083,-60.758018,311.614,295.792,12.9276,83,1.39341,1.16845
2024-10-02,06:26:48,"AQUA","MODIS",-14.033957,-65.290398,311.302,295.302,8.88608,81,1.02092,1.00985
2024-10-02,06:26:48,"AQUA","MODIS",-14.360017,-63.092831,322.246,297.869,17.0688,100,1.05177,1.02417
2024-10-02,06:26:48,"AQUA","MODIS",-14.391664,-62.871098,324.444,298.301,20.8297,100,1.07031,1.03266
2024-10-02,06:26:48,"AQUA","MODIS",-14.393048,-62.861359,336.001,299.743,37.5382,100,1.07119,1.03306
2024-10-02,06:26:48,"AQUA","MODIS",-14.369098,-63.094166,316.42,297.032,11.8756,80,1.05177,1.02417
2024-10-02,06:26:48,"AQUA","MODIS",-14.377338,-63.036716,316.125,297.6,11.2602,92,1.0563,1.02625
2024-10-02,06:26:48,"AQUA","MODIS",-14.378716,-63.027103,322.774,298.085,18.4099,100,1.05707,1.02661
2024-10-02,06:26:48,"AQUA","MODIS",-14.400819,-62.872444,323.113,297.694,19.9386,100,1.07031,1.03266
2024-10-02,06:26:48,"AQUA","MODIS",-14.402206,-62.862713,353.049,302.513,73.317,100,1.07119,1.03306
2024-10-02,06:26:48,"AQUA","MODIS",-14.403596,-62.852966,319.124,297.302,15.9143,98,1.07208,1.03346
2024-10-02,06:26:48,"AQUA","MODIS",-14.379552,-63.08596,326.192,297.949,21.949,100,1.05251,1.02451
2024-10-02,06:26:48,"AQUA","MODIS",-14.386436,-63.038071,327.395,298.188,23.6601,100,1.0563,1.02625
2024-10-02,06:26:48,"AQUA","MODIS",-14.387816,-63.028458,322.043,298.39,17.3044,100,1.05707,1.02661
2024-10-02,06:26:48,"AQUA","MODIS",-14.411365,-62.864067,344.424,298.896,54.1627,100,1.07119,1.03306
2024-10-02,06:26:48,"AQUA","MODIS",-14.412758,-62.854317,318.011,297.553,15.1425,96,1.07208,1.03346
2024-10-02,06:26:48,"AQUA","MODIS",-14.390012,-63.077751,316.77,297.949,11.2955,86,1.05325,1.02485
2024-10-02,06:26:48,"AQUA","MODIS",-14.461354,-62.57925,317.259,295.701,15.104,94,1.0995,1.04585
2024-10-02,06:26:48,"AQUA","MODIS",-14.399099,-63.079086,315.134,297.6,10.5992,90,1.05325,1.02485
2024-10-02,06:26:48,"AQUA","MODIS",-14.470626,-62.58062,321.566,296.561,19.454,100,1.0995,1.04585
2024-10-02,06:26:48,"AQUA","MODIS",-14.134646,-65.001198,312.74,296.728,9.3823,85,1.00868,1.0041
2024-10-02,06:26:48,"AQUA","MODIS",-14.50265,-62.539753,330.953,297.902,31.4864,100,1.10496,1.04829
2024-10-02,06:26:48,"AQUA","MODIS",-14.435902,-63.080463,317.578,297.614,13.3084,95,1.05401,1.0252
2024-10-02,06:26:48,"AQUA","MODIS",-14.458702,-62.985588,311.708,295.983,8.53641,82,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.460076,-62.975922,312.161,296.861,8.70273,80,1.06267,1.02917
2024-10-02,06:26:48,"AQUA","MODIS",-14.461451,-62.966259,330.092,297.902,28.0938,100,1.0635,1.02955
2024-10-02,06:26:48,"AQUA","MODIS",-14.462829,-62.956562,321.456,296.994,17.4631,100,1.06433,1.02993
2024-10-02,06:26:48,"AQUA","MODIS",-14.539637,-62.410793,319.129,297.022,16.465,90,1.11997,1.05498
2024-10-02,06:26:48,"AQUA","MODIS",-14.471961,-62.957901,319.25,297.614,14.3833,97,1.06433,1.02993
2024-10-02,06:26:48,"AQUA","MODIS",-14.531955,-62.533749,332.232,298.578,33.4826,100,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.546143,-62.432533,331.103,297.302,32.2702,100,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.476946,-62.988281,321.323,297.986,15.7607,100,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.535592,-62.575283,316.467,296.79,13.6431,93,1.10166,1.04682
2024-10-02,06:26:48,"AQUA","MODIS",-14.537007,-62.56525,326.62,298.821,24.8897,100,1.10275,1.04731
2024-10-02,06:26:48,"AQUA","MODIS",-14.541259,-62.53508,328.098,298.606,26.9995,100,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.472255,-63.085876,319.566,297.108,14.935,98,1.05401,1.0252
2024-10-02,06:26:48,"AQUA","MODIS",-14.486066,-62.989635,324.623,298.01,19.6629,100,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.546294,-62.566612,333.045,299.632,35.4832,100,1.10275,1.04731
2024-10-02,06:26:48,"AQUA","MODIS",-14.547711,-62.556583,317.865,298.578,14.8743,96,1.10385,1.0478
2024-10-02,06:26:48,"AQUA","MODIS",-14.55056,-62.536442,330.802,298.896,31.3436,100,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.551981,-62.526379,337.122,298.821,41.5893,100,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.482727,-63.077618,327.264,297.949,23.5024,100,1.05476,1.02555
2024-10-02,06:26:48,"AQUA","MODIS",-14.484107,-63.068035,314.089,297.6,9.56986,85,1.05553,1.0259
2024-10-02,06:26:48,"AQUA","MODIS",-14.495188,-62.990978,326.571,297.807,22.4051,100,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.496578,-62.9813,334.118,298.578,32.6418,100,1.06267,1.02917
2024-10-02,06:26:48,"AQUA","MODIS",-14.55558,-62.567978,332.998,297.902,35.1204,100,1.10275,1.04731
2024-10-02,06:26:48,"AQUA","MODIS",-14.557002,-62.557949,335.16,298.625,38.6783,100,1.10385,1.0478
2024-10-02,06:26:48,"AQUA","MODIS",-14.55843,-62.547886,315.93,298.057,12.4848,85,1.10496,1.04829
2024-10-02,06:26:48,"AQUA","MODIS",-14.559858,-62.537811,319.964,298.188,16.902,99,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.561286,-62.527744,345.331,299.743,58.8009,100,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.572747,-62.446774,318.719,297.302,15.7248,96,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.505703,-62.982655,326.995,298.188,22.9135,100,1.06267,1.02917
2024-10-02,06:26:48,"AQUA","MODIS",-14.507094,-62.972984,318.198,298.01,12.1067,96,1.0635,1.02955
2024-10-02,06:26:48,"AQUA","MODIS",-14.564866,-62.569344,313.444,296.537,11.0872,86,1.10275,1.04731
2024-10-02,06:26:48,"AQUA","MODIS",-14.566293,-62.559319,338.458,298.821,44.2798,100,1.10385,1.0478
2024-10-02,06:26:48,"AQUA","MODIS",-14.567724,-62.549259,318.38,298.625,15.2334,97,1.10496,1.04829
2024-10-02,06:26:48,"AQUA","MODIS",-14.56916,-62.539169,323.81,298.896,21.4079,100,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.570589,-62.52911,345.743,302.463,59.1297,100,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.572021,-62.519039,328.88,298.372,28.2121,100,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.59366,-62.366474,328.762,297.902,27.6414,100,1.12608,1.05768
2024-10-02,06:26:48,"AQUA","MODIS",-14.444522,-63.468258,314.943,297.046,11.3547,89,1.02832,1.01331
2024-10-02,06:26:48,"AQUA","MODIS",-14.5023,-63.070717,319.523,297.146,14.8541,99,1.05553,1.0259
2024-10-02,06:26:48,"AQUA","MODIS",-14.516222,-62.974335,327.68,298.301,23.5291,100,1.0635,1.02955
2024-10-02,06:26:48,"AQUA","MODIS",-14.517617,-62.964664,321.536,298.17,15.7028,100,1.06433,1.02993
2024-10-02,06:26:48,"AQUA","MODIS",-14.575583,-62.560688,315.132,297.463,12.7919,90,1.10385,1.0478
2024-10-02,06:26:48,"AQUA","MODIS",-14.577019,-62.550625,333.422,298.578,35.1222,100,1.10496,1.04829
2024-10-02,06:26:48,"AQUA","MODIS",-14.57846,-62.540531,326.927,298.606,25.1838,100,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.579894,-62.530472,348.002,298.821,63.8145,100,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.581333,-62.520382,358.757,298.714,93.2471,100,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.589987,-62.459648,316.271,295.782,13.6476,87,1.11522,1.05287
2024-10-02,06:26:48,"AQUA","MODIS",-14.453778,-63.466717,322.288,297.609,18.4164,100,1.02886,1.01356
2024-10-02,06:26:48,"AQUA","MODIS",-14.455124,-63.457359,316.641,296.633,12.7406,93,1.0294,1.01381
2024-10-02,06:26:48,"AQUA","MODIS",-14.524199,-62.972305,322.005,298.39,17.8145,100,1.06433,1.02993
2024-10-02,06:26:48,"AQUA","MODIS",-14.528302,-62.943192,322.753,298.301,18.451,100,1.06685,1.03108
2024-10-02,06:26:48,"AQUA","MODIS",-14.582128,-62.558067,317.599,297.387,14.6294,95,1.10496,1.04829
2024-10-02,06:26:48,"AQUA","MODIS",-14.583527,-62.54797,333.375,298.625,35.5218,100,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.584925,-62.537884,333.092,298.821,34.9597,100,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.58632,-62.527813,344.81,302.513,57.0002,100,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.58772,-62.517693,341.799,299.632,51.9723,100,1.10945,1.0503
2024-10-02,06:26:48,"AQUA","MODIS",-14.596131,-62.456852,318.227,296.97,15.8617,96,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.610215,-62.354645,320.426,297.108,18.204,86,1.12857,1.05878
2024-10-02,06:26:48,"AQUA","MODIS",-14.215323,-65.133278,315.137,294.988,10.9366,86,1.01251,1.0059
2024-10-02,06:26:48,"AQUA","MODIS",-14.462764,-63.468056,311.802,296.065,8.62184,82,1.02886,1.01356
2024-10-02,06:26:48,"AQUA","MODIS",-14.46411,-63.458706,332.135,297.065,30.579,100,1.0294,1.01381
2024-10-02,06:26:48,"AQUA","MODIS",-14.521027,-63.060543,319.379,297.694,14.8897,98,1.05707,1.02661
2024-10-02,06:26:48,"AQUA","MODIS",-14.538816,-62.934822,334.711,298.39,35.849,100,1.06771,1.03147
2024-10-02,06:26:48,"AQUA","MODIS",-14.592826,-62.549339,332.521,298.606,33.8034,100,1.10607,1.04879
2024-10-02,06:26:48,"AQUA","MODIS",-14.594228,-62.539261,338.744,299.632,44.4717,100,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.595629,-62.529179,346.822,302.463,62.0594,100,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.597034,-62.519054,363.676,302.513,109.993,100,1.10945,1.0503
2024-10-02,06:26:48,"AQUA","MODIS",-14.598442,-62.508915,318.533,298.17,16.5687,97,1.11059,1.05081
2024-10-02,06:26:48,"AQUA","MODIS",-14.605472,-62.458225,316.511,297.831,13.4306,82,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.619604,-62.356018,333.281,298.301,36.1758,100,1.12857,1.05878
2024-10-02,06:26:48,"AQUA","MODIS",-14.224231,-65.134682,326.841,295.907,21.9016,100,1.01251,1.0059
2024-10-02,06:26:48,"AQUA","MODIS",-14.225635,-65.125496,322.974,295.215,18.251,100,1.01216,1.00574
2024-10-02,06:26:48,"AQUA","MODIS",-14.530127,-63.061905,318.702,296.709,14.1437,97,1.05707,1.02661
2024-10-02,06:26:48,"AQUA","MODIS",-14.531493,-63.052296,339.908,298.625,42.6998,100,1.05786,1.02697
2024-10-02,06:26:48,"AQUA","MODIS",-14.53286,-63.042679,318.486,298.17,13.5858,97,1.05864,1.02733
2024-10-02,06:26:48,"AQUA","MODIS",-14.547961,-62.93618,320.933,297.807,17.1285,100,1.06771,1.03147
2024-10-02,06:26:48,"AQUA","MODIS",-14.60353,-62.540638,343.46,298.896,53.4967,100,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.604939,-62.530525,352.559,299.743,74.6603,100,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.606351,-62.520397,370.388,302.513,133.114,100,1.10945,1.0503
2024-10-02,06:26:48,"AQUA","MODIS",-14.60776,-62.510281,346.454,299.632,60.1165,100,1.11059,1.05081
2024-10-02,06:26:48,"AQUA","MODIS",-14.614813,-62.459599,321.476,298.188,17.8026,100,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.628995,-62.357376,326.745,297.609,25.2351,100,1.12857,1.05878
2024-10-02,06:26:48,"AQUA","MODIS",-14.63042,-62.347084,346.987,298.578,64.286,100,1.12983,1.05934
2024-10-02,06:26:48,"AQUA","MODIS",-14.231735,-65.145271,318.246,296.523,12.179,96,1.01286,1.00607
2024-10-02,06:26:48,"AQUA","MODIS",-14.23454,-65.1269,328.722,295.873,24.8472,100,1.01216,1.00574
2024-10-02,06:26:48,"AQUA","MODIS",-14.540597,-63.053646,320.521,297.093,16.2392,100,1.05786,1.02697
2024-10-02,06:26:48,"AQUA","MODIS",-14.61425,-62.531876,347.97,299.743,61.724,100,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.615664,-62.521763,357.198,302.513,85.8246,100,1.10945,1.0503
2024-10-02,06:26:48,"AQUA","MODIS",-14.617078,-62.511646,374.385,302.463,147.909,100,1.11059,1.05081
2024-10-02,06:26:48,"AQUA","MODIS",-14.618495,-62.501503,322.352,298.057,18.7494,100,1.11173,1.05132
2024-10-02,06:26:48,"AQUA","MODIS",-14.624156,-62.460949,331.351,298.896,31.3088,100,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.639814,-62.348457,340.535,298.372,49.623,100,1.12983,1.05934
2024-10-02,06:26:48,"AQUA","MODIS",-14.237838,-65.165062,316.019,295.686,11.3854,80,1.01357,1.0064
2024-10-02,06:26:48,"AQUA","MODIS",-14.239241,-65.155869,321.658,296.122,15.7056,100,1.01321,1.00624
2024-10-02,06:26:48,"AQUA","MODIS",-14.624977,-62.523129,322.569,299.632,17.4183,100,1.10945,1.0503
2024-10-02,06:26:48,"AQUA","MODIS",-14.627819,-62.502861,316.591,298.188,11.5616,90,1.11173,1.05132
2024-10-02,06:26:48,"AQUA","MODIS",-14.62924,-62.492718,319.03,297.614,14.124,98,1.11289,1.05183
2024-10-02,06:26:48,"AQUA","MODIS",-14.633503,-62.462276,335.294,298.896,36.4673,100,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.634925,-62.45211,318.261,298.821,12.1464,96,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.248151,-65.157272,327.461,296.456,22.3061,100,1.01321,1.00624
2024-10-02,06:26:48,"AQUA","MODIS",-14.565711,-63.00808,336.349,302.463,34.9523,100,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.567092,-62.998413,334.62,298.896,32.7747,100,1.06267,1.02917
2024-10-02,06:26:48,"AQUA","MODIS",-14.568475,-62.988735,338.947,298.372,40.979,100,1.0635,1.02955
2024-10-02,06:26:48,"AQUA","MODIS",-14.639996,-62.483921,333.187,298.151,33.2236,100,1.11405,1.05235
2024-10-02,06:26:48,"AQUA","MODIS",-14.641419,-62.473789,319.519,297.501,14.2493,97,1.11522,1.05287
2024-10-02,06:26:48,"AQUA","MODIS",-14.642844,-62.463638,334.981,298.578,35.7538,100,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.644272,-62.453472,325.556,299.632,20.9925,100,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.6457,-62.443291,313.533,298.01,7.34549,86,1.11877,1.05445
2024-10-02,06:26:48,"AQUA","MODIS",-14.741199,-61.754818,315.811,296.513,14.7111,89,1.21363,1.09554
2024-10-02,06:26:48,"AQUA","MODIS",-14.25005,-65.204689,313.767,295.379,10.8661,87,1.01506,1.00711
2024-10-02,06:26:48,"AQUA","MODIS",-14.257061,-65.158684,331.941,296.637,28.5438,100,1.01321,1.00624
2024-10-02,06:26:48,"AQUA","MODIS",-14.25846,-65.14949,322.044,296.965,15.5515,100,1.01286,1.00607
2024-10-02,06:26:48,"AQUA","MODIS",-14.261257,-65.131119,325.949,297.991,20.2966,100,1.01216,1.00574
2024-10-02,06:26:48,"AQUA","MODIS",-14.573446,-63.019096,327.552,298.578,23.8323,100,1.06104,1.02843
2024-10-02,06:26:48,"AQUA","MODIS",-14.574832,-63.00943,334.438,299.632,33.6058,100,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.640752,-62.546059,318.636,297.694,13.5689,87,1.10719,1.04929
2024-10-02,06:26:48,"AQUA","MODIS",-14.642178,-62.535965,320.047,298.17,14.0183,100,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.650757,-62.475151,331.941,298.372,30.2344,100,1.11522,1.05287
2024-10-02,06:26:48,"AQUA","MODIS",-14.653616,-62.454849,329.68,298.714,25.9956,100,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.700051,-62.123394,317.676,295.138,17.7389,95,1.15953,1.07234
2024-10-02,06:26:48,"AQUA","MODIS",-14.701524,-62.112823,354.624,297.986,88.6228,100,1.16097,1.07297
2024-10-02,06:26:48,"AQUA","MODIS",-14.703,-62.102226,336.479,296.308,45.2293,100,1.16243,1.0736
2024-10-02,06:26:48,"AQUA","MODIS",-13.95048,-67.183723,312.734,295.167,12.4606,86,1.21189,1.0948
2024-10-02,06:26:48,"AQUA","MODIS",-14.267368,-65.150902,341.648,297.869,43.2327,100,1.01286,1.00607
2024-10-02,06:26:48,"AQUA","MODIS",-14.271559,-65.123344,326.599,296.089,21.6836,100,1.01182,1.00558
2024-10-02,06:26:48,"AQUA","MODIS",-14.477319,-63.745518,312.06,296.552,9.89676,82,1.01545,1.00729
2024-10-02,06:26:48,"AQUA","MODIS",-14.583952,-63.010784,315.904,297.614,11.335,92,1.06186,1.0288
2024-10-02,06:26:48,"AQUA","MODIS",-14.662963,-62.456207,322.449,298.372,16.0113,100,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.664402,-62.446026,320.756,298.606,14.3455,100,1.11877,1.05445
2024-10-02,06:26:48,"AQUA","MODIS",-14.665841,-62.435833,319.308,298.39,12.8548,98,1.11997,1.05498
2024-10-02,06:26:48,"AQUA","MODIS",-14.709562,-62.124763,315.394,295.08,15.127,91,1.15953,1.07234
2024-10-02,06:26:48,"AQUA","MODIS",-14.711044,-62.114174,338.211,298.085,48.0716,100,1.16097,1.07297
2024-10-02,06:26:48,"AQUA","MODIS",-14.71253,-62.10355,328.26,297.831,30.6344,100,1.16243,1.0736
2024-10-02,06:26:48,"AQUA","MODIS",-14.276278,-65.152306,323.322,296.68,18.0985,100,1.01286,1.00607
2024-10-02,06:26:48,"AQUA","MODIS",-14.486247,-63.746868,322.037,297.694,19.0569,100,1.01545,1.00729
2024-10-02,06:26:48,"AQUA","MODIS",-14.672312,-62.457554,331.499,297.991,28.896,100,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.673753,-62.447388,343.315,298.896,50.9939,100,1.11877,1.05445
2024-10-02,06:26:48,"AQUA","MODIS",-14.675199,-62.437191,338.169,298.714,40.86,100,1.11997,1.05498
2024-10-02,06:26:48,"AQUA","MODIS",-14.676641,-62.427002,325.776,298.151,22.0167,100,1.12118,1.05551
2024-10-02,06:26:48,"AQUA","MODIS",-14.719082,-62.126083,314.55,294.495,14.3679,89,1.15953,1.07234
2024-10-02,06:26:48,"AQUA","MODIS",-14.720568,-62.115501,351.71,298.821,79.8404,100,1.16097,1.07297
2024-10-02,06:26:48,"AQUA","MODIS",-14.72206,-62.10487,367.122,302.463,130.859,100,1.16243,1.0736
2024-10-02,06:26:48,"AQUA","MODIS",-14.28658,-65.144524,319.894,296.504,14.5409,99,1.01251,1.0059
2024-10-02,06:26:48,"AQUA","MODIS",-14.287974,-65.135338,339.51,298.085,40.113,100,1.01216,1.00574
2024-10-02,06:26:48,"AQUA","MODIS",-14.29076,-65.116974,339.23,296.837,40.4327,100,1.01148,1.00542
2024-10-02,06:26:48,"AQUA","MODIS",-14.292151,-65.107796,322.285,295.34,18.4385,100,1.01115,1.00527
2024-10-02,06:26:48,"AQUA","MODIS",-14.538745,-63.45071,323.784,296.132,19.1113,100,1.03049,1.01432
2024-10-02,06:26:48,"AQUA","MODIS",-14.540112,-63.441341,316.357,296.49,11.6356,92,1.03105,1.01458
2024-10-02,06:26:48,"AQUA","MODIS",-14.683105,-62.448742,343.712,298.714,52.679,100,1.11877,1.05445
2024-10-02,06:26:48,"AQUA","MODIS",-14.684554,-62.438553,329.472,298.372,27.0759,100,1.11997,1.05498
2024-10-02,06:26:48,"AQUA","MODIS",-14.686005,-62.428352,317.144,297.991,12.0075,94,1.12118,1.05551
2024-10-02,06:26:48,"AQUA","MODIS",-14.687452,-62.418159,317.9,297.864,12.6497,96,1.12239,1.05605
2024-10-02,06:26:48,"AQUA","MODIS",-14.730094,-62.116814,322.184,296.246,22.5993,100,1.16097,1.07297
2024-10-02,06:26:48,"AQUA","MODIS",-14.731589,-62.106205,314.621,297.397,13.7126,89,1.16243,1.0736
2024-10-02,06:26:48,"AQUA","MODIS",-14.300566,-65.124176,317.057,296.112,13.5867,94,1.01148,1.00542
2024-10-02,06:26:48,"AQUA","MODIS",-14.30197,-65.114998,312.534,295.888,9.76429,85,1.01115,1.00527
2024-10-02,06:26:48,"AQUA","MODIS",-14.676286,-62.546539,316.775,297.949,14.1947,93,1.10831,1.04979
2024-10-02,06:26:48,"AQUA","MODIS",-14.679087,-62.526295,314.993,298.188,11.4636,87,1.11059,1.05081
2024-10-02,06:26:48,"AQUA","MODIS",-14.680484,-62.516197,329.105,298.625,27.5872,100,1.11173,1.05132
2024-10-02,06:26:48,"AQUA","MODIS",-14.681884,-62.506065,319.032,298.301,14.663,98,1.11289,1.05183
2024-10-02,06:26:48,"AQUA","MODIS",-14.684692,-62.485725,316.684,298.057,12.7513,93,1.11522,1.05287
2024-10-02,06:26:48,"AQUA","MODIS",-14.686095,-62.475563,318.924,298.085,15.2206,98,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.687497,-62.465405,319.717,298.01,15.693,99,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.69312,-62.424618,311.944,297.793,8.19048,82,1.12239,1.05605
2024-10-02,06:26:48,"AQUA","MODIS",-14.694527,-62.414402,318.756,297.614,13.8207,96,1.12361,1.05659
2024-10-02,06:26:48,"AQUA","MODIS",-14.724331,-62.196938,321.897,296.289,21.0468,100,1.15104,1.06865
2024-10-02,06:26:48,"AQUA","MODIS",-14.725761,-62.186455,317.817,295.825,16.0474,89,1.15243,1.06925
2024-10-02,06:26:48,"AQUA","MODIS",-14.528474,-63.655075,311.976,296.256,9.28557,82,1.02002,1.00943
2024-10-02,06:26:48,"AQUA","MODIS",-14.687004,-62.537754,323.633,298.17,20.0249,100,1.10945,1.0503
2024-10-02,06:26:48,"AQUA","MODIS",-14.688409,-62.527634,322.424,298.151,18.6573,100,1.11059,1.05081
2024-10-02,06:26:48,"AQUA","MODIS",-14.68981,-62.517532,354.208,298.821,78.8687,100,1.11173,1.05132
2024-10-02,06:26:48,"AQUA","MODIS",-14.691214,-62.507416,347.317,298.896,61.0453,100,1.11289,1.05183
2024-10-02,06:26:48,"AQUA","MODIS",-14.69262,-62.497269,322.206,298.39,18.25,100,1.11405,1.05235
2024-10-02,06:26:48,"AQUA","MODIS",-14.69403,-62.487095,330.953,298.301,30.3739,100,1.11522,1.05287
2024-10-02,06:26:48,"AQUA","MODIS",-14.695438,-62.476921,328.399,298.606,26.905,100,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.696845,-62.466763,328.159,298.372,26.6472,100,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.733809,-62.198311,318.933,295.983,17.8731,98,1.15104,1.06865
2024-10-02,06:26:48,"AQUA","MODIS",-14.735245,-62.187828,337.754,297.614,45.8466,100,1.15243,1.06925
2024-10-02,06:26:48,"AQUA","MODIS",-14.53877,-63.647133,315.155,298.188,11.2914,90,1.02047,1.00964
2024-10-02,06:26:48,"AQUA","MODIS",-14.696321,-62.539097,333.515,298.17,34.5576,100,1.10945,1.0503
2024-10-02,06:26:48,"AQUA","MODIS",-14.700542,-62.508774,324.572,298.625,20.8173,100,1.11289,1.05183
2024-10-02,06:26:48,"AQUA","MODIS",-14.701952,-62.498634,347.449,298.821,61.6789,100,1.11405,1.05235
2024-10-02,06:26:48,"AQUA","MODIS",-14.703365,-62.488472,320.633,297.991,16.6947,100,1.11522,1.05287
2024-10-02,06:26:48,"AQUA","MODIS",-14.704781,-62.478291,324.824,298.085,21.1235,100,1.1164,1.05339
2024-10-02,06:26:48,"AQUA","MODIS",-14.706192,-62.468124,311.063,297.869,7.09964,80,1.11758,1.05392
2024-10-02,06:26:48,"AQUA","MODIS",-14.744728,-62.189201,359.207,297.986,98.4657,100,1.15243,1.06925
2024-10-02,06:26:48,"AQUA","MODIS",-14.746172,-62.178692,369.563,298.896,138.577,100,1.15384,1.06987
2024-10-02,06:26:48,"AQUA","MODIS",-14.006904,-67.165176,313.63,295.557,13.5681,88,1.20671,1.0926
2024-10-02,06:26:48,"AQUA","MODIS",-14.709869,-62.510147,319.54,297.991,14.3846,95,1.11289,1.05183
2024-10-02,06:26:48,"AQUA","MODIS",-14.711285,-62.500004,401.759,302.513,303.593,100,1.11405,1.05235
2024-10-02,06:26:48,"AQUA","MODIS",-14.712703,-62.489838,358.531,299.632,91.1856,100,1.11522,1.05287
2024-10-02,06:26:48,"AQUA","MODIS",-14.725482,-62.398056,323.755,298.085,20.4214,100,1.12608,1.05768
2024-10-02,06:26:48,"AQUA","MODIS",-14.754212,-62.190571,335.649,296.385,38.9594,100,1.15243,1.06925
2024-10-02,06:26:48,"AQUA","MODIS",-14.755662,-62.180061,381.562,302.463,192.599,100,1.15384,1.06987
