Dia,Hora,Satelite,Instrumento,Latitud,Longitud,FP_T21,FP_T31,FP_Power,FP_Confidence,SCAN,TRACK,EsFuego_Pred,Probabilidad_No_Fuego,Probabilidad_Fuego
2024-10-10,06:53:16,AQUA,MODIS,-14.715073,-65.938141,309.916,289.94,18.6113,79,1.70299,1.28161,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-14.717071,-65.922668,304.933,290.005,11.4428,62,1.70764,1.2832,1,1.0,99.0
2024-10-10,06:53:16,AQUA,MODIS,-14.836263,-66.15284,306.742,279.881,17.8768,69,1.64954,1.26304,1,12.0,88.0
2024-10-10,06:53:16,AQUA,MODIS,-18.841066,-69.744263,313.544,282.672,19.0456,87,1.12118,1.05551,1,1.0,99.0
2024-10-10,06:53:16,AQUA,MODIS,-34.112576,-70.449043,312.427,278.467,30.6106,85,1.56504,1.23291,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-34.114014,-70.454361,314.633,278.321,34.017,90,1.56504,1.23291,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-13.751059,-60.607792,308.218,282.553,69.7703,43,4.28019,1.9112,0,77.0,23.0
2024-10-10,06:53:16,AQUA,MODIS,-13.738557,-60.610737,306.391,279.731,62.3128,41,4.28019,1.9112,0,93.0,7.000000000000001
2024-10-10,06:53:16,AQUA,MODIS,-13.421667,-67.453438,301.693,284.778,7.70046,43,1.28569,1.12549,0,95.0,5.0
2024-10-10,06:53:16,AQUA,MODIS,-13.6684,-66.995377,319.104,280.517,29.7405,98,1.38518,1.16524,1,1.0,99.0
2024-10-10,06:53:16,AQUA,MODIS,-13.678738,-66.996788,319.189,278.123,28.7908,98,1.38518,1.16524,1,1.0,99.0
2024-10-10,06:53:16,AQUA,MODIS,-13.680461,-66.984222,311.414,278.343,17.8886,82,1.38791,1.16631,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-13.67561,-67.001976,313.29,277.903,20.0088,76,1.38518,1.16524,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-13.677248,-66.989395,326.199,282.521,39.252,100,1.38791,1.16631,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-14.505924,-67.042244,318.7,277.29,31.6612,97,1.41317,1.17611,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-14.516362,-67.043671,311.385,279.308,21.5463,82,1.41317,1.17611,1,1.0,99.0
2024-10-10,06:53:16,AQUA,MODIS,-14.518034,-67.03083,320.748,277.948,35.151,100,1.41605,1.17722,1,0.0,100.0
2024-10-10,06:53:16,AQUA,MODIS,-14.528484,-67.032234,310.303,275.015,20.8898,80,1.41605,1.17722,1,1.0,99.0
2024-10-10,06:53:16,AQUA,MODIS,-14.703696,-65.936615,312.391,290.061,22.0259,85,1.70299,1.28161,1,7.000000000000001,93.0
2024-10-10,06:53:16,AQUA,MODIS,-14.705681,-65.921143,307.64,290.026,14.623,62,1.70764,1.2832,1,9.0,91.0
2024-10-10,19:01:06,AQUA,MODIS,-19.898243,-65.258888,322.923,303.974,14.7347,71,1.25268,1.1119,1,3.0,97.0
2024-10-10,19:01:06,AQUA,MODIS,-33.555714,-69.022316,311.944,296.742,6.91173,39,1.33135,1.14396,0,91.0,9.0
2024-10-10,19:01:06,AQUA,MODIS,-32.005379,-61.381886,316.172,293.252,12.0112,68,1.31945,1.13918,1,1.0,99.0
2024-10-10,19:01:06,AQUA,MODIS,-32.007824,-61.395546,319.467,293.965,17.5816,73,1.31711,1.13824,1,0.0,100.0
2024-10-10,19:01:06,AQUA,MODIS,-31.438833,-60.264931,317.976,296.766,22.5801,71,1.56883,1.23428,1,3.0,97.0
2024-10-10,19:01:06,AQUA,MODIS,-32.779671,-70.952057,306.202,290.86,9.53908,25,1.6938,1.27844,0,76.0,24.0
2024-10-10,19:01:06,AQUA,MODIS,-31.013926,-60.229813,319.004,290.88,26.4979,75,1.60795,1.24833,1,1.0,99.0
2024-10-10,19:01:06,AQUA,MODIS,-31.013638,-60.236847,310.117,290.92,13.3678,61,1.60795,1.24833,1,0.0,100.0
2024-10-10,19:01:06,AQUA,MODIS,-29.58186,-66.847069,316.114,296.756,9.7224,69,1.01468,1.00693,1,3.0,97.0
2024-10-10,19:01:06,AQUA,MODIS,-26.415274,-69.484146,323.373,302.694,17.5735,77,1.16243,1.0736,1,2.0,98.0
2024-10-10,19:01:06,AQUA,MODIS,-24.088634,-66.407036,318.438,290.303,13.3639,74,1.02374,1.01117,1,4.0,96.0
2024-10-10,19:01:06,AQUA,MODIS,-24.090126,-66.416908,344.459,291.722,49.5657,93,1.02326,1.01095,1,0.0,100.0
2024-10-10,19:01:06,AQUA,MODIS,-22.624353,-66.184937,316.837,298.779,7.03097,71,1.06024,1.02806,1,6.0,94.0
2024-10-10,19:01:06,AQUA,MODIS,-22.479002,-65.851875,319.824,291.219,12.3614,73,1.09216,1.04255,1,0.0,100.0
2024-10-10,19:01:06,AQUA,MODIS,-22.480595,-65.861938,345.845,296.022,53.3524,93,1.09114,1.04209,1,0.0,100.0
2024-10-10,19:01:06,AQUA,MODIS,-22.293261,-68.882965,313.873,293.281,7.21408,34,1.02675,1.01258,0,78.0,22.0
2024-10-11,05:55:11,AQUA,MODIS,-13.753957,-60.593086,327.765,287.165,47.6245,100,1.55014,1.22749,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.756356,-60.579121,315.099,285.48,23.9859,91,1.54647,1.22615,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-13.764794,-60.594959,310.349,287.604,17.8333,80,1.55014,1.22749,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.767183,-60.580982,308.039,286.999,14.989,73,1.54647,1.22615,1,10.0,90.0
2024-10-11,05:55:11,AQUA,MODIS,-13.823633,-60.576393,307.589,282.027,14.3248,59,1.54282,1.22481,1,10.0,90.0
2024-10-11,05:55:11,AQUA,MODIS,-13.470718,-63.3759,306.277,289.763,25.7106,67,2.5499,1.53573,1,17.0,83.0
2024-10-11,05:55:11,AQUA,MODIS,-13.388467,-64.22953,303.178,290.338,22.3992,23,2.9849,1.64433,0,78.0,22.0
2024-10-11,05:55:11,AQUA,MODIS,-13.402787,-64.149826,318.431,290.86,72.1135,97,2.94072,1.63383,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.402924,-64.232323,313.687,291.543,55.5967,88,2.9849,1.64433,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-13.417153,-64.152596,310.64,289.955,40.875,65,2.94072,1.63383,1,5.0,95.0
2024-10-11,05:55:11,AQUA,MODIS,-13.421844,-64.126289,308.287,290.393,35.365,74,2.92627,1.63037,1,9.0,91.0
2024-10-11,05:55:11,AQUA,MODIS,-13.657473,-62.784824,310.465,290.554,31.4578,80,2.27674,1.46084,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-13.405886,-64.155426,319.567,290.82,74.1065,89,2.94072,1.63383,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.410789,-64.129166,308.158,290.599,32.8115,21,2.92627,1.63037,0,88.0,12.0
2024-10-11,05:55:11,AQUA,MODIS,-13.656919,-62.789795,311.873,290.549,34.6458,84,2.27674,1.46084,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-13.405465,-64.237793,308.767,291.045,38.3692,69,2.9849,1.64433,1,5.0,95.0
2024-10-11,05:55:11,AQUA,MODIS,-13.425131,-64.131897,309.449,290.524,38.228,77,2.92627,1.63037,1,9.0,91.0
2024-10-11,05:55:11,AQUA,MODIS,-13.602422,-64.146423,304.561,291.389,23.7348,51,2.91197,1.62694,1,9.0,91.0
2024-10-11,05:55:11,AQUA,MODIS,-13.607078,-64.120346,303.592,291.324,21.0741,38,2.8978,1.62352,0,86.0,14.000000000000002
2024-10-11,05:55:11,AQUA,MODIS,-13.591564,-64.149414,306.364,291.583,29.6582,68,2.91197,1.62694,1,6.0,94.0
2024-10-11,05:55:11,AQUA,MODIS,-13.596431,-64.123383,304.089,291.399,22.9288,58,2.8978,1.62352,1,11.0,89.0
2024-10-11,05:55:11,AQUA,MODIS,-13.610712,-64.126099,303.542,291.548,20.4104,20,2.8978,1.62352,0,92.0,8.0
2024-10-11,05:55:11,AQUA,MODIS,-13.824071,-63.342926,302.761,287.63,19.4212,51,2.49636,1.52149,1,16.0,84.0
2024-10-11,05:55:11,AQUA,MODIS,-13.817202,-63.349167,305.549,287.676,24.1146,65,2.49636,1.52149,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-13.408628,-65.850609,301.98,290.82,24.6677,38,3.97228,1.85397,0,80.0,20.0
2024-10-11,05:55:11,AQUA,MODIS,-13.362351,-66.182861,304.689,289.925,39.143,33,4.22082,1.90042,0,71.0,28.999999999999996
2024-10-11,05:55:11,AQUA,MODIS,-13.369511,-66.145317,309.111,290.368,62.1543,76,4.19173,1.8951,1,4.0,96.0
2024-10-11,05:55:11,AQUA,MODIS,-13.386135,-66.148682,318.208,290.534,116.353,96,4.19173,1.8951,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.921237,-63.231133,301.851,291.349,14.7079,45,2.43502,1.50493,0,91.0,9.0
2024-10-11,05:55:11,AQUA,MODIS,-13.440149,-66.044121,304.806,289.783,39.4818,58,4.10674,1.87937,1,6.0,94.0
2024-10-11,05:55:11,AQUA,MODIS,-13.375353,-66.151184,316.877,290.865,105.114,79,4.19173,1.8951,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.391984,-66.154503,312.493,290.086,79.1723,72,4.19173,1.8951,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.446709,-66.050018,305.694,289.626,44.6076,65,4.10674,1.87937,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-13.862871,-64.24147,301.512,291.234,18.0471,42,2.92627,1.63037,0,100.0,0.0
2024-10-11,05:55:11,AQUA,MODIS,-13.86339,-64.249138,301.616,291.259,18.3895,43,2.92627,1.63037,0,100.0,0.0
2024-10-11,05:55:11,AQUA,MODIS,-13.996139,-63.608593,303.65,289.18,18.8029,56,2.59442,1.54741,1,16.0,84.0
2024-10-11,05:55:11,AQUA,MODIS,-14.377152,-61.605305,308.379,289.469,16.9331,68,1.79125,1.31148,1,6.0,94.0
2024-10-11,05:55:11,AQUA,MODIS,-14.159786,-63.001545,303.85,292.637,14.0341,47,2.31206,1.47085,0,86.0,14.000000000000002
2024-10-11,05:55:11,AQUA,MODIS,-14.005092,-63.98975,312.874,291.459,49.5364,86,2.77614,1.5937,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-14.432042,-61.620682,305.189,283.746,11.9872,42,1.79125,1.31148,0,93.0,7.000000000000001
2024-10-11,05:55:11,AQUA,MODIS,-14.434844,-61.604656,310.896,288.696,20.6867,55,1.78608,1.30975,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-14.42075,-61.753998,305.432,291.194,11.7688,40,1.83394,1.32559,0,96.0,4.0
2024-10-11,05:55:11,AQUA,MODIS,-14.243298,-62.831818,302.912,291.359,13.4564,52,2.23411,1.44861,1,12.0,88.0
2024-10-11,05:55:11,AQUA,MODIS,-14.432425,-61.756187,305.886,291.135,11.8569,24,1.83394,1.32559,0,85.0,15.0
2024-10-11,05:55:11,AQUA,MODIS,-14.051679,-63.972931,301.06,290.759,14.4644,29,2.76325,1.59049,0,99.0,1.0
2024-10-11,05:55:11,AQUA,MODIS,-14.056178,-63.948185,301.748,290.985,16.1955,40,2.75047,1.58729,0,97.0,3.0
2024-10-11,05:55:11,AQUA,MODIS,-14.484825,-61.731358,310.228,292.183,18.0146,75,1.82305,1.32201,1,14.000000000000002,86.0
2024-10-11,05:55:11,AQUA,MODIS,-14.496492,-61.733402,330.702,291.975,66.4764,100,1.82305,1.32201,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.490757,-61.739399,322.638,292.267,43.9529,100,1.82305,1.32201,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.493661,-61.722946,310.377,291.538,18.3065,50,1.81766,1.32024,1,12.0,88.0
2024-10-11,05:55:11,AQUA,MODIS,-14.502425,-61.741455,310.654,291.125,20.2086,81,1.82305,1.32201,1,4.0,96.0
2024-10-11,05:55:11,AQUA,MODIS,-14.505315,-61.724991,304.416,290.499,10.3947,51,1.81766,1.32024,1,32.0,68.0
2024-10-11,05:55:11,AQUA,MODIS,-14.398485,-62.544746,322.253,292.228,54.3622,100,2.10818,1.41157,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.401834,-62.525715,308.874,292.554,19.5982,34,2.1008,1.40936,0,82.0,18.0
2024-10-11,05:55:11,AQUA,MODIS,-14.405168,-62.506756,311.108,292.351,23.5334,42,2.09348,1.40715,0,91.0,9.0
2024-10-11,05:55:11,AQUA,MODIS,-14.437233,-62.396389,322.443,291.608,50.5318,100,2.05063,1.39416,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.440446,-62.377953,319.241,290.885,41.7215,96,2.04367,1.39203,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.477571,-62.309296,307.686,289.353,16.3282,20,2.01632,1.38363,0,95.0,5.0
2024-10-11,05:55:11,AQUA,MODIS,-14.480701,-62.29108,308.246,288.936,17.7179,29,2.00961,1.38155,0,91.0,9.0
2024-10-11,05:55:11,AQUA,MODIS,-14.468657,-62.388496,313.691,291.479,26.1447,53,2.04367,1.39203,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-14.481777,-62.315346,308.593,289.707,17.365,32,2.01632,1.38363,0,93.0,7.000000000000001
2024-10-11,05:55:11,AQUA,MODIS,-14.485034,-62.297165,311.908,289.5,24.881,78,2.00961,1.38155,1,40.0,60.0
2024-10-11,05:55:11,AQUA,MODIS,-14.500448,-62.281219,310.986,290.509,21.7812,47,2.00294,1.37949,0,94.0,6.0
2024-10-11,05:55:11,AQUA,MODIS,-14.503639,-62.263283,312.248,290.121,25.7578,82,1.99632,1.37743,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-14.648054,-61.442795,304.011,291.354,8.36956,30,1.72173,1.28803,0,99.0,1.0
2024-10-11,05:55:11,AQUA,MODIS,-14.44605,-62.657825,303.475,291.926,11.8668,55,2.14592,1.42282,1,12.0,88.0
2024-10-11,05:55:11,AQUA,MODIS,-14.515784,-62.265491,314.693,290.574,31.4418,90,1.99632,1.37743,1,4.0,96.0
2024-10-11,05:55:11,AQUA,MODIS,-14.656724,-61.460369,304.489,291.513,8.32245,27,1.72649,1.28966,0,90.0,10.0
2024-10-11,05:55:11,AQUA,MODIS,-14.565154,-62.055431,303.402,290.97,10.4149,40,1.92041,1.35355,0,83.0,17.0
2024-10-11,05:55:11,AQUA,MODIS,-14.632259,-61.669891,302.548,288.569,8.39152,39,1.79125,1.31148,0,97.0,3.0
2024-10-11,05:55:11,AQUA,MODIS,-14.635074,-61.653641,301.568,289.464,7.24521,26,1.78608,1.30975,0,93.0,7.000000000000001
2024-10-11,05:55:11,AQUA,MODIS,-13.686155,-66.986992,320.717,291.851,157.11,100,4.78276,1.99798,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.694378,-66.944496,306.87,290.865,51.7099,29,4.74573,1.99184,0,72.0,28.000000000000004
2024-10-11,05:55:11,AQUA,MODIS,-14.58298,-62.094715,310.135,290.674,19.2228,36,1.93263,1.35743,0,77.0,23.0
2024-10-11,05:55:11,AQUA,MODIS,-13.711832,-66.948112,313.204,291.08,98.4043,87,4.74573,1.99184,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.60691,-62.099117,305.819,290.524,12.2649,23,1.93263,1.35743,0,92.0,8.0
2024-10-11,05:55:11,AQUA,MODIS,-13.683872,-66.994789,316.37,291.429,119.018,93,4.78276,1.99798,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-13.692373,-66.952377,311.218,291.214,80.082,78,4.74573,1.99184,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.701394,-66.99836,304.05,290.539,37.6452,26,4.78276,1.99798,0,99.0,1.0
2024-10-11,05:55:11,AQUA,MODIS,-13.709842,-66.955933,313.63,291.135,104.824,88,4.74573,1.99184,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-13.718222,-66.913818,308.807,290.739,68.7821,76,4.70925,1.98576,1,10.0,90.0
2024-10-11,05:55:11,AQUA,MODIS,-14.527621,-62.640461,305.251,292.084,14.0523,64,2.13066,1.41829,0,69.0,31.0
2024-10-11,05:55:11,AQUA,MODIS,-14.540121,-62.642765,305.315,291.97,13.5097,29,2.13066,1.41829,0,84.0,16.0
2024-10-11,05:55:11,AQUA,MODIS,-12.4588,-53.143036,306.95,268.491,11.0829,70,1.19994,1.08973,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-14.208919,-64.535606,300.777,290.423,16.9045,32,3.0304,1.65503,0,95.0,5.0
2024-10-11,05:55:11,AQUA,MODIS,-14.568491,-62.628284,303.981,291.99,11.1197,22,2.12311,1.41604,0,93.0,7.000000000000001
2024-10-11,05:55:11,AQUA,MODIS,-14.390275,-63.782299,306.027,291.219,23.7511,22,2.62885,1.55635,0,70.0,30.0
2024-10-11,05:55:11,AQUA,MODIS,-14.694282,-62.050663,306.421,292.297,13.2434,55,1.90837,1.3497,1,25.0,75.0
2024-10-11,05:55:11,AQUA,MODIS,-14.700541,-62.05722,304.959,291.762,11.2248,38,1.90837,1.3497,0,86.0,14.000000000000002
2024-10-11,05:55:11,AQUA,MODIS,-14.61578,-62.742035,305.946,291.866,16.9671,55,2.16141,1.4274,1,7.000000000000001,93.0
2024-10-11,05:55:11,AQUA,MODIS,-14.497558,-63.783375,303.682,290.494,19.2288,56,2.61727,1.55335,1,9.0,91.0
2024-10-11,05:55:11,AQUA,MODIS,-14.502259,-63.792019,301.586,290.559,14.9218,42,2.61727,1.55335,0,78.0,22.0
2024-10-11,05:55:11,AQUA,MODIS,-14.506607,-63.768536,303.194,290.534,18.8239,54,2.6058,1.55037,1,17.0,83.0
2024-10-11,05:55:11,AQUA,MODIS,-14.77277,-62.445541,317.292,292.074,39.6909,95,2.03676,1.38992,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.776006,-62.427242,311.177,291.528,26.0789,82,2.0299,1.38781,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-14.740047,-63.533867,305.671,291.055,17.49,22,2.47557,1.51591,0,77.0,23.0
2024-10-11,05:55:11,AQUA,MODIS,-14.724293,-63.515152,306.656,291.1,19.8295,54,2.4653,1.51314,0,55.00000000000001,45.0
2024-10-11,05:55:11,AQUA,MODIS,-14.746845,-63.542572,304.297,290.83,14.5515,21,2.47557,1.51591,0,95.0,5.0
2024-10-11,05:55:11,AQUA,MODIS,-14.683777,-63.962936,305.232,290.975,21.5218,63,2.67619,1.56851,1,11.0,89.0
2024-10-11,05:55:11,AQUA,MODIS,-14.688207,-63.938831,302.576,290.799,14.936,50,2.6642,1.56544,1,11.0,89.0
2024-10-11,05:55:11,AQUA,MODIS,-14.806746,-63.439522,309.794,290.589,27.7063,78,2.42509,1.50222,1,4.0,96.0
2024-10-11,05:55:11,AQUA,MODIS,-14.830842,-63.535595,308.067,291.528,20.9783,33,2.4653,1.51314,0,90.0,10.0
2024-10-11,05:55:11,AQUA,MODIS,-15.437965,-60.005497,302.674,288.528,6.90935,51,1.32895,1.143,1,10.0,90.0
2024-10-11,05:55:11,AQUA,MODIS,-14.826929,-63.540268,305.896,291.329,17.0018,55,2.4653,1.51314,1,5.0,95.0
2024-10-11,05:55:11,AQUA,MODIS,-14.832073,-63.587452,305.352,291.095,16.8951,64,2.48592,1.51869,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-14.891717,-63.991161,313.913,290.895,44.5455,88,2.6642,1.56544,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.896088,-63.967113,308.372,291.254,26.8562,74,2.65231,1.56239,1,10.0,90.0
2024-10-11,05:55:11,AQUA,MODIS,-15.699022,-59.345554,307.515,292.854,6.90851,40,1.20671,1.0926,0,92.0,8.0
2024-10-11,05:55:11,AQUA,MODIS,-14.883956,-64.192749,309.659,290.609,33.4261,78,2.76325,1.59049,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-14.888451,-64.167816,304.923,290.524,19.903,49,2.75047,1.58729,0,77.0,23.0
2024-10-11,05:55:11,AQUA,MODIS,-14.914933,-64.020622,306.6,291.09,20.2669,25,2.67619,1.56851,0,76.0,24.0
2024-10-11,05:55:11,AQUA,MODIS,-14.897938,-64.195526,345.089,293.016,220.409,100,2.76325,1.59049,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.902405,-64.170593,349.742,294.233,260.288,100,2.75047,1.58729,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.898309,-63.997799,309.019,290.845,27.009,64,2.6642,1.56544,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-14.902838,-63.973808,311.925,291.364,34.955,84,2.65231,1.56239,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-14.889215,-64.199097,322.499,291.16,81.774,100,2.76325,1.59049,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.893877,-64.174217,334.529,292.386,146.209,100,2.75047,1.58729,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.921369,-64.027184,307.627,291.065,23.4919,54,2.67619,1.56851,1,15.0,85.0
2024-10-11,05:55:11,AQUA,MODIS,-14.903203,-64.201836,320.59,290.985,72.857,100,2.76325,1.59049,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.907839,-64.176941,349.99,294.659,267.046,100,2.75047,1.58729,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.912454,-64.152138,309.242,291.219,33.2981,77,2.73781,1.58411,1,6.0,94.0
2024-10-11,05:55:11,AQUA,MODIS,-14.921799,-64.179672,345.64,293.178,226.953,100,2.75047,1.58729,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.926394,-64.154831,314.766,291.727,49.5245,90,2.73781,1.58411,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.948967,-64.032539,303.254,291.209,13.2755,34,2.67619,1.56851,0,94.0,6.0
2024-10-11,05:55:11,AQUA,MODIS,-14.935758,-64.182419,336.262,290.303,157.936,100,2.75047,1.58729,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.940329,-64.157539,321.238,291.752,76.231,100,2.73781,1.58411,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-15.009232,-64.094826,302.581,290.99,14.4846,45,2.7005,1.57469,0,90.0,10.0
2024-10-11,05:55:11,AQUA,MODIS,-14.500474,-67.040794,324.292,291.866,195.539,100,4.63791,1.97375,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.508572,-66.999374,302.535,290.9,33.9435,34,4.60301,1.96782,0,96.0,4.0
2024-10-11,05:55:11,AQUA,MODIS,-14.71109,-65.950348,301.703,290.845,21.2612,43,3.79774,1.82,0,100.0,0.0
2024-10-11,05:55:11,AQUA,MODIS,-14.543064,-67.006599,303.437,290.689,39.3821,45,4.60301,1.96782,0,93.0,7.000000000000001
2024-10-11,05:55:11,AQUA,MODIS,-14.502708,-67.046181,322.298,291.558,175.649,100,4.63791,1.97375,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-14.511076,-67.004791,306.459,291.269,54.8849,68,4.60301,1.96782,1,22.0,78.0
2024-10-11,05:55:11,AQUA,MODIS,-15.967617,-59.099686,302.618,288.333,4.29044,33,1.16243,1.0736,0,89.0,11.0
2024-10-11,05:55:11,AQUA,MODIS,-14.545577,-67.011955,302.569,290.544,33.9176,23,4.60301,1.96782,0,97.0,3.0
2024-10-11,05:55:11,AQUA,MODIS,-15.978819,-59.090748,302.429,289.52,4.21873,20,1.16097,1.07297,0,98.0,2.0
2024-10-11,05:55:11,AQUA,MODIS,-15.188783,-64.042152,302.051,290.98,13.8114,46,2.65231,1.56239,0,100.0,0.0
2024-10-11,05:55:11,AQUA,MODIS,-15.197412,-64.026756,301.846,291.04,12.8996,45,2.64053,1.55936,0,100.0,0.0
2024-10-11,05:55:11,AQUA,MODIS,-15.901976,-61.743141,317.863,291.493,30.8591,96,1.71701,1.28641,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-15.904715,-61.727482,314.115,292.302,23.7565,89,1.7123,1.28481,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-15.166012,-65.899429,307.345,291.045,43.1769,71,3.6819,1.79679,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-15.930062,-61.716106,303.503,291.926,7.46449,52,1.70764,1.2832,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-15.961045,-61.72887,303.848,291.732,7.84037,57,1.70764,1.2832,1,3.0,97.0
2024-10-11,05:55:11,AQUA,MODIS,-16.977781,-57.439487,309.985,281.488,9.22949,76,1.00898,1.00424,1,9.0,91.0
2024-10-11,05:55:11,AQUA,MODIS,-17.001644,-57.462391,304.981,281.341,6.58677,62,1.00957,1.00452,1,22.0,78.0
2024-10-11,05:55:11,AQUA,MODIS,-15.678139,-65.542885,303.602,290.579,29.4663,56,3.37216,1.73191,1,7.000000000000001,93.0
2024-10-11,05:55:11,AQUA,MODIS,-15.74467,-65.525055,302.432,290.799,22.5481,47,3.35331,1.72782,0,95.0,5.0
2024-10-11,05:55:11,AQUA,MODIS,-15.75984,-65.528198,310.787,291.174,49.6318,81,3.35331,1.72782,1,4.0,96.0
2024-10-11,05:55:11,AQUA,MODIS,-15.757836,-65.532364,312.391,291.025,57.6112,85,3.35331,1.72782,1,4.0,96.0
2024-10-11,05:55:11,AQUA,MODIS,-15.761256,-65.596451,308.668,290.85,45.9323,75,3.39123,1.73603,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-17.166454,-57.473007,300.706,276.851,4.73157,32,1.00868,1.0041,0,96.0,4.0
2024-10-11,05:55:11,AQUA,MODIS,-16.521421,-62.633205,304.067,287.392,16.0517,58,1.94501,1.36135,1,12.0,88.0
2024-10-11,05:55:11,AQUA,MODIS,-16.533442,-62.635357,310.65,288.015,28.0342,80,1.94501,1.36135,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-16.146374,-65.266541,306.674,290.895,34.2938,69,3.14205,1.68081,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-16.151714,-65.238136,305.554,290.714,30.3405,65,3.12561,1.67705,1,2.0,98.0
2024-10-11,05:55:11,AQUA,MODIS,-16.166443,-65.241188,313.677,291.13,54.7296,66,3.12561,1.67705,1,1.0,99.0
2024-10-11,05:55:11,AQUA,MODIS,-17.650127,-56.327221,318.88,289.028,16.3058,98,1.01182,1.00558,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-17.651499,-56.317867,318.04,289.353,15.0871,96,1.01216,1.00574,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-17.652868,-56.308506,324.016,289.758,20.9672,100,1.01251,1.0059,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-16.18117,-65.244255,315.545,290.619,62.6737,82,3.12561,1.67705,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-17.659048,-56.328609,327.142,289.525,25.0028,100,1.01182,1.00558,1,0.0,100.0
2024-10-11,05:55:11,AQUA,MODIS,-17.660419,-56.319256,318.549,289.556,15.4793,97,1.01216,1.00574,1,0.0,100.0
